date,category,backbone,layers,pretrain_embed_dim,target_embed_dim,patchsize,meta_epochs,gan_epochs,noise_std,dsc_hidden,dsc_layers,batch_size,seed,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc,environment,notes
2026-05-19,screw,wideresnet50,layer2+layer3,1536,1536,3,40,4,0.015,1024,2,8,0,0.975,0.988,0.935,Colab T4,13차 재현 완료 (논문 파라미터 적용)
