date,category,backbone,layers,pretrain_embed_dim,target_embed_dim,patchsize,meta_epochs,gan_epochs,noise_std,dsc_hidden,dsc_layers,batch_size,seed,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc,environment,notes
2026-05-19,carpet,wideresnet50,layer2+layer3,1536,1536,3,40,4,0.015,1024,2,8,0,0.995,0.980,0.875,Colab T4,15차 재현 완료 (SimpleNet 전 카테고리 완결)
