date,category,backbone,img_size,batch_size,lr,epochs,instance_auroc,full_pixel_auroc,anomaly_pixel_aupro,environment,notes
2026-05-21,bottle,wideresnet50,256,16,0.005,200,0.996,0.955,0.912,Colab T4 / hq-deng RD4AD,bottle 카테고리 재현 완료
