date,category,backbone,img_size,batch_size,lr,epochs,instance_auroc,full_pixel_auroc,anomaly_pixel_aupro,environment,notes
2026-05-21,wood,wideresnet50,256,16,0.005,200,1.000,0.987,0.965,Colab T4 / hq-deng RD4AD,wood 카테고리 결과 업데이트 (성능 향상: I-AUROC 1.000 달성)
