date,category,backbone,img_size,batch_size,lr,epochs,instance_auroc,full_pixel_auroc,anomaly_pixel_aupro,environment,notes
2026-05-21,screw,wideresnet50,256,16,0.005,200,0.986,0.996,0.981,Colab T4 / hq-deng RD4AD,재현 완료 (논문 대비 우수)
