date,category,backbone,img_size,batch_size,lr,epochs,instance_auroc,full_pixel_auroc,anomaly_pixel_aupro,environment,notes
2026-05-21,transistor,wideresnet50,256,16,0.005,200,0.970,0.928,0.785,Colab T4 / hq-deng RD4AD,transistor 카테고리 재현 완료 (논문 수치 상회)
