date,category,backbone,img_size,batch_size,lr,epochs,instance_auroc,full_pixel_auroc,anomaly_pixel_aupro,environment,notes
2026-05-21,pill,wideresnet50,256,16,0.005,200,0.965,0.982,0.965,Colab T4 / hq-deng RD4AD,pill 카테고리 재현 완료 (논문 수치와 거의 일치)
