date,category,backbone,img_size,batch_size,lr,epochs,instance_auroc,full_pixel_auroc,anomaly_pixel_aupro,environment,notes
2026-05-21,zipper,wideresnet50,256,16,0.005,200,0.984,0.985,0.959,Colab T4 / hq-deng RD4AD,zipper 카테고리 재현 완료 (논문 수치 상회)
