date,category,backbone,img_size,batch_size,lr,epochs,instance_auroc,full_pixel_auroc,anomaly_pixel_aupro,environment,notes
2026-05-21,toothbrush,wideresnet50,256,16,0.005,200,0.994,0.991,0.945,Colab T4 / hq-deng RD4AD,첫 번째 타겟 재현 완료 (성능 논문 대비 우수)
