date,category,backbone,img_size,batch_size,lr,epochs,instance_auroc,full_pixel_auroc,anomaly_pixel_aupro,environment,notes
2026-05-21,metal_nut,wideresnet50,256,16,0.005,200,1.000,0.974,0.925,Colab T4 / hq-deng RD4AD,metal_nut 카테고리 재현 완료 (I-AUROC 만점 달성)
