date,category,backbone,img_size,batch_size,lr,epochs,instance_auroc,full_pixel_auroc,anomaly_pixel_aupro,environment,notes
2026-05-21,tile,wideresnet50,256,16,0.005,200,0.995,0.955,0.906,Colab T4 / hq-deng RD4AD,재현 완료 (Sample AUROC 논문 대비 우수)
